original_text
"@GretaThunberg #GretaThunberg STOP your #racism towards #Africans+#Brazilians and your #hypocrisy
Your country… https://t.co/1fHOnFyn6T"
@350 @GretaThunberg @the_ecofeminist #GretaThunberg STOP your #racism towards #Africans+#Brazilians and your… https://t.co/azSkP7lpvh
"Having been at Brighton Beach UK with 250,000 when @FatboySlim rokt it, I’m wondering if this or the #GretaThunberg… https://t.co/207babLDAt"
"#GreenNewDeal #GretaThunberg #Bernie2020 Please read! ONLY Bernie's plan will stop the catastrophe. We can do this!
https://t.co/HEdGCfHEXX"
"#ClimateChange #JaneFonda @JaneFonda #GretaThunberg @GretaThunberg 

These leaders fight for the country &amp; world wh… https://t.co/2KxWWc75l9"
@FatboySlim @GretaThunberg @tictoc @FatboySlim Remixes #GretaThunberg's #UNspeech 👍 https://t.co/TDc7pfcfht… https://t.co/1XoMb6XKzh
"Fatboy Slim war einfach immer schon geil! Fatboy Slim mixed Greta Thunberg: Right here, right now 😁 #FatboySlim… https://t.co/2WBXHu6VcB"
"""#DJFatboySlim samples #GretaThunberg's powerful #UN #Speech""  https://t.co/XtjWBzFf4Z"
Why #GretaThunberg is a fraud https://t.co/Cd5bbcyqAT
"So, with any luck at all, the screeching little cretin will fade faster than a fart in a hurricane. #GretaThunberg https://t.co/24frHCbNhP"
"#FatboySlim samples #GretaThunberg’s speech to the UN during UK concert

➡️  https://t.co/a2Jz3QTC4o

➡️  https://t.co/u20bVrHcj4"
"Middle aged men in Norway are not afraid of cancer and early death, and the warnings on cigarette packs simply don'… https://t.co/j2qg5O55N6"
"Fatboy Slim (@FatboySlim)  samples #GretaThunberg’s (@GretaThunberg)  speech to the UN during UK concert

https://t.co/u20bVrHcj4"
"""Greta pay 9.4 G€ the #carbonTAX  #Africans !!! "" #FridaysForFuture #October11th ""#GretaThunberg #Sweden has to dou… https://t.co/JrrQsMCQrk"
Necessary idiot: Someone who grabs our attention while accomplishing nothing. #NecessaryIdiot #GretaThunberg https://t.co/qBMzxpi1k7
"Me and the princess talking about the future of our world.
#VIP #VeryImportantPeople #VeryImportantSuperbue… https://t.co/vSliz4nlW9"
Incredible mix from Fatboy Slim in the wake of the Climate Change Emergency declared by the United Nations this mon… https://t.co/vW5mMZZUQO
Thursday afternoon in The Square.... lovely people #goodvibes  #busking #kids #getinvolved #earthcalling… https://t.co/g6RhIZiPhW
"2
This short documentary represents an example of plastic from a Canadian City to Malasyia.
Times this by a thousan… https://t.co/jgZxuo2ooO"
"#GretaThunberg ""You come to us Children for hope, how dare you!"" 

Me; Ehhhhh no, I go to people actually offering… https://t.co/5BCTfpLhfu"
"Many argue #GretaThunberg is selling fear...
Fear also sells war and the military-industrial complex, SUVs, flood a… https://t.co/Ai3gnVDetX"
"Wait, so #GretaThunberg did not win the #NobelPeacePrize! Must be discrimination because she is a female! Her recor… https://t.co/hqP4S2swBz"
Thank fuck it wasn't #GretaThunberg that would have been a mockery #NobelPeacePrize https://t.co/QvmsBux5i8
#GretaThunberg @GretaThunberg tack Greta!!! Denver thanks you! https://t.co/ftXJhMjm73
"Plenty of gammon will be in two minds today, they’ll be delighted that Greta didn’t get the Nobel Peace Prize, but… https://t.co/xkxxI11i4q"
"Greta Thunberg spouts the leftist authoritarian climate religion, and could end up with a Nobel prize.

We advocate… https://t.co/2c7D75KlZU"
"""Greta pay 9.4 G€ the #carbontax to #Africans !!! "" #FridaysForFuture  #11Octobre ""#GretaThunberg #Sweden has to do… https://t.co/ErnCzSOqn9"
Jane Fonda Taken Into Custody: Climate Crisis Protest: https://t.co/CnnHEi4l6B   #GretaThunberg
Or maybe she just didn’t reach the standards required to win it 🙄 #GretaThunberg #NobelPeacePrize https://t.co/8iPnKosfXH
81-year old #JaneFonda Arrested at U.S. Capitol During #ClimateProtest. Inspired by the work of climate activists l… https://t.co/ERIVG6xrVM
Why not ask #EllaMann and her friends to consider what exactly is wrong with companies with a bad rep doing communi… https://t.co/TxiihrA60P
#JaneFonda arrested protesting climate change.  @realDonaldTrump still free and fucking the climate.  #ClimateChange #GretaThunberg
@HuffPost Wait! The die  they used-on her hair is toxic and bad for the environment . Someone call Greta so she can… https://t.co/TNJUJkFAmP
"Days after her powerful speech to the #UNClimateActionSummit reverberated around the world, #GretaThunberg has been… https://t.co/seuOnF5jbd"
"Doug Ford government broke the law when it scrapped cap-and-trade, court rules.  #ExtinctionRebellion #Shocking… https://t.co/wzPF2JYlHB"
@seanhannity Maybe #GretaThunberg will replace Shep ?
"#gruene Lounge

#GretaThumberg #GretaThunberg #FridaysForFuture #FridaysForFuture #SchleFaZ #Kobane #StarWars… https://t.co/0zLMgKl39k"
Greta Thunberg Full Speech at #COClimateStrike (only 6.5 minutes) #GretaThunberg https://t.co/xwE53idWWd
Watch as the @CapitolPolice arrests @Janefonda on the steps of the US Capitol for protesting against inaction on… https://t.co/ee54F27hUO
"Tell #GretaThunberg that on this side of the Earth kids are unfamiliar with ""future"" and ""dream"" and such terms. Fu… https://t.co/IEn9V97EXo"
A whole article slagging off Norway because #NobelPeacePrize “snubbed” #GretaThunberg. She didn’t deserve it!  The… https://t.co/ndSs7wEulQ
"LIBERALS: Greta Thunberg is a force, remarkable, a true inspiration!! 
ME:  I agree! Are you going to follow her le… https://t.co/uqIvMHE4rD"
Greta Thunberg Didn't Win the Nobel Peace Prize. Good. https://t.co/XjgGaTPagb #thekidsarealright #gretathunberg… https://t.co/HXQsA4b8Qw
Sorry #GretaThunberg
#DumbedDownDenver There are more adults than kids here worshipping a teenager who has no facts other than what her… https://t.co/EMvimc0RIY
"Teen climate activist #GretaThunberg takes her message to Denver

""You have stolen my dreams and my childhood with… https://t.co/l2EWKcGIxm"
"#GretaThunberg not get it ❕
HOW DARE YOU ❕
#NobelPeacePrize 
#FridaysForFuture 
#Friedensnobelpreis2019 

 https://t.co/du8W49ck0r"
"#GretaThunberg rally #Denver #Colorado
Question : Why do you think grown-ups in powerful positions are so afraid of… https://t.co/Qegla2uian"
#Denver will never be the same after hurricane #GretaThunberg swept through town!!
This is admirable &amp; I like Jane Fonda. However she cld use all her Hollywood royalty clout &amp; have a word with… https://t.co/mz7MRbWTDH
"#GretaThunberg rally #Denver #Colorado
It is young people who are going to suffer the most from the climate and eco… https://t.co/6RQdF3HnuV"
#JaneFonda was arrested today for taking the #claimteaction fight to Capitol Hill. She says in this @latimes piece… https://t.co/IvjBEpZ41R
"@AbiyAhmedAli Congrats &amp; thanks for killing the #HowDareYou movement peacefully! 
This award means that… https://t.co/CfbTDjCF26"
Another #staunchwoman is the fierce trailblazer @GretaThunberg. She’s here for our planet 🌎 and we’re here for her!… https://t.co/vQT8DWVxqD
@MattFinnFNC Tell them all the carbon from the fires is contributing to climate change #GretaThunberg
"aaaand u can find them on amazon or in some stores in your city/country
have a nice day💕
#climatechange… https://t.co/B2x1cfqMCd"
Are you being fooled about climate change? #ClimateChange #GretaThunberg  https://t.co/GZSkJqRxPC
@DailyCaller She is no #GretaThunberg
"Throughout the Earth’s history, temperatures have often been warmer than now and #CO2 levels have often been higher… https://t.co/hfTeYsKFqU"
@TheTodayShow #GretaThunberg has the planet’s undivided attention. Unlike dying TV shows like this one.
Hail Greta! #climatestrike #climatechange #denverclimatestrike #hailgreta #gretathunberg #stickers #ashemadeva @ De… https://t.co/wlttbKo631
Greta's fans disappointed she didn't win the 'biggie' of socialist trophies - the Nobel Peace Prize - but insist sh… https://t.co/EnSUQ4RtTG
"""#Greta pay 9.4 G€ the #carbontax to #Africans !!! ""
#FridaysForFuture #Climatestrike #11octobre #FFF #October11th""… https://t.co/Duw78g4NzA"
"Because #GretaThunberg is in Denver for #ClimateStrike on #InternationalDayoftheGirl, I repeat: https://t.co/SAnms797sG"
"@jenniferbeals @c40cities Jane Fonda was just arrested.  We’ll bail YOU out if we have too!  

#GretaThunberg… https://t.co/b5f7CDaEui"
I think it's pretty cool that the generation constantly labelling others as snowflakes are the same ones in their a… https://t.co/cB4uNvssvd
"@Janefonda arrested today. YOU GO, GIRL!

#JaneFonda #FireDrillFriday #ClimateCrisis #FridayForFuture… https://t.co/PtWiLNZiz3"
"Wooooahhh!!!! 🔥🎚🔥🎛🔥

#FatboySlim 
#RightHere #RightNow
#GretaThunberg
#ExtinctionRebellion https://t.co/Hoswme5Vmw"
"@wazzas Looks like a typical, pompous, #BritishTwat.

Oozing self-righteousness and arrogance. 

I'm not even again… https://t.co/tCX9wz8n0W"
@vinsinners It's time to go back to school &amp; lead a normal life!What a waste of time &amp; memes! Save the Yatch Cruise… https://t.co/ejhT6Yzugp
I hope the coming year will be the year for #GretaThunberg to win the #NobelPeacePrize !
She's inspirational...#GretaThunberg #ClimateCrisis https://t.co/k0xCdY2i5V
"Love the Planet, always.
Not only on friday 
💕🌎🐝🌻🐳🌱🚲

#FridaysForFuture #GretaThunberg #schoolstrike4climate #Earth… https://t.co/zwKhUFJCjV"
"🎧 SOUND ON: GretaThunberg's powerful UN speech was sampled by FatboySlim in a remix of his 1998 hit, “Right Here Ri… https://t.co/d4srErMsRt"
"My bit: In the age of #GretaThunberg, #BigOil blew it by not becoming Big Energy #BP #Suncor /via @globeandmail https://t.co/sADfDSl38b"
"Respect existence or expect resistance ⏳
#ClimateStrike #GretaThunberg
#FridaysForFuture #CleliaG 📸 https://t.co/aaDq7Gcex3"
"If Greta Thunberg trying to save the planet that you live on offends you, maybe you just hate girls? Idk. #GretaThunberg #planet"
"Which side is the hate on again?
#Liberals #TrumpGenocide #Trump2020LandslideVictory #GretaThunberg #ClimateAction… https://t.co/Z6bjbbaVeQ"
Thank you @GretaThunberg for coming to #Denver &amp; inspiring us to continue #ClimateAction! In 2013 when I was in the… https://t.co/xfpQWIZixJ
"@ABC This #public message is sponsored by ______?????
#GretaThunberg #ClimateAction"
She’s extremely angry about life #DontBeAGreta #GretaThunberg https://t.co/AUKYinhZ9S
"While Jane is the icon of REAL REBELLION, I'm not here for her jumping on the Greta bandwagon..... #lame #TCMParty… https://t.co/IidFivKcmK"
Inspired by #GretaThunberg #JaneFonda https://t.co/B1HszdAu3x
@TwitterCanada No #GretaThunberg in the celebration of 5 inspirational girls?
"Dealing effectively with #ClimateChange is gonna cost us. #Money, #Time, #Effort, the will to #change..
Lots and lo… https://t.co/DMRXaZi1uC"
"Or maybe because she’s annoying as hell?
Had she been fighting 2 make the citizens of her country safe frm the inva… https://t.co/TGtKby43eE"
"Gee, let me think... maybe because she’s a child actress who has associations with George Soros for a start? Or may… https://t.co/6l6zZX05XV"
"At 81 years young, #JaneFonda is still BEING A BOSS and standing up for what is RIGHT!

We ALL need to take a leaf… https://t.co/V7Vz8vYBpk"
"Climate activist Greta Thunberg continues to fight for climate change justice.

Thunberg has handled derogatory, mo… https://t.co/sCl78cpQIG"
#HowDareThey!!! Don't wait any longer to #MakeADifference! #gretathunberg champions for the #future! Do Not Ignore… https://t.co/zOXVJml6Ga
#GretaThunberg rally in #Denver #Colorado https://t.co/C62pe59RCc
"How to reverse Climate Change and Save The Planet by dancing (of course).
The Truth About Extinction Rebellion.… https://t.co/T9h0Vx7Tno"
"@james2488 #HowDareYou  #GretaThunberg  would call this weather. 
She can see
 I mean literally See CO2!!!! U cant"
"""Someone needs to do something... and that means anyone in this crowd, in your neighborhood.""

#GretaThunberg… https://t.co/uEkBxaiKoK"
"#GretaThunberg is full of shit! Self centered little gnome! 
Wonder what she thinks of climate change now standing… https://t.co/aHix6sqydm"
"#GretaThunberg live...
https://t.co/8Jhht2Itqj"
"Thank you, #GretaThunberg.

https://t.co/1R88NJTaI7"
"Gave me chils. Awesome.

#GretaThunberg #FatboySlim https://t.co/EfqiJDwX1R"
"#GretaThunberg 

Do yourself a favor and watch this:
https://t.co/v3qiZkGCS6"
"Don't give up hope, #GretaThunberg.  There are still the #Oscars.  

Greta Thunberg snubbed for Nobel Peace Prize b… https://t.co/e5s1hjM00q"
"Not the kind of triggering I was expecting, but I think it will do.

#NobelPrize2019 #NobelPeacePrize #GretaThunberg https://t.co/o0VgJolaGs"
"Those who contribute the most (to climate disaster) pay the least. #GretaThunberg 

https://t.co/4mPI9boz0M"
"@ewarren #LegalizeLIZ !!!

#peace #love #Unity #diversity #Warren2020 !!!

#Legalize #Cannabis across #USA !!!… https://t.co/JZ25deZMMK"
"GO VEGAN FOR THE PLANET
🌏😘🌍😍🌎😊🌏
#GretaThumberg #NobelPeacePrize #11ottobre #GretaThunberg #ClimateChange… https://t.co/YUI2zGCsHW"
"3) Thunberg's prouder moments such as the recent UN speech are only starting to emerge now, whereas the nomination… https://t.co/wqK6qS9mlu"
"Norman Borlaug (father of the green revolution, 1970) was due to a more relaxed interpretation of the wishes of Alf… https://t.co/iXJ80X18r9"
Great video showing the hypocrisy and dodgy data of the climate alarmists. Just another tool by the wealthy to supp… https://t.co/sjIjk9Gbo3
"Pardon me, #GretaThunberg*"
@snigskitchen The lady is a elitist scumbag; noone should be surprised that she is racist. Consider how she goes af… https://t.co/9q7LEgyS5A
"""Georgia Tech Climatologist Judith Curry Resigns over 'the CRAZINESS in the field of #climate science.'""

""She is a… https://t.co/uzv5VvP6nN"
#GretaThunberg is right. I will wield my mighty dildo sword and destroy all evil with it. I shall rape evil with my… https://t.co/VjIqLLbwKp
"It's OBVIOUSLY not a tragedy if she didn't win the @NobelPrize but I believe, indeed I'm almost sure that Greta is… https://t.co/76QEDs45kb"
"#GretaThunberg's prosperous jest... #GrandkidsGaze #TimeCapsule2050 
https://t.co/muCFedDlUL https://t.co/UHyoLzvM4z"
Celebrate #DayoftheGirl with an awesome homage to teen activist @GretaThunberg's handwriting! Check out Greta Grote… https://t.co/vcezEMbfyf
"#oneplateau 
@0406Guno
Watch  #GretaThunberg Leads #ClimateRally in #Denver van nowthisnews #ClimateChange #Greta… https://t.co/yex92KcSNR"
"#GretaThunberg Speeches compilation. 
Adults keep saying : ‘We owe it to the young people to give them hope’.
But I… https://t.co/Q9mYCBwJls"
"I am crying and have chills!  This is absolutely amazing!

Btw...I am 63 years old and I have a new hero...… https://t.co/NPzIBjnRk3"
"@GretaThunberg YES, actions work! #GretaThunberg ❤️✊🏼 Great, Greta and Climate people all over the world❣️"
"@DavidSuzukiFDN @SusanBakshi @KinderKids123 #GretaThunberg remains an unofficial winner of a Nobel Prize, as one of… https://t.co/AKJI4icC0Y"
"Greta Thunberg Leads Climate Rally in Denver | NowThis
https://t.co/QmSKBWVMVo
#ClimateStrike #GretaThunberg #ClimateActionNow"
The #GretaThunberg rally in Denver is streaming live on YouTube. #ClimateAction #ClimateStrike https://t.co/076gfjWKU1
#NobelPeacePrize congratulations to #AbiyAhmed . How dare you ?? #GretaThunberg
#thekidsarealright #gretathunberg Greta Thunberg Didn't Win the Nobel Peace Prize. Good. https://t.co/PZ6fdUW8Yx https://t.co/i67WBnuoeg
Watch  #GretaThunberg Leads #ClimateRally in #Denver van nowthisnews #ClimateChange #Greta  https://t.co/jKxC98pCqN
"When the people come together, real change will happen.  #ClimateStrike #GretaThunberg 

https://t.co/OSibJiMYAC"
Woolly vs. the tank.🐘❄️🚜❄️ #startup #childrensbooks #woollymammoth #tank #GlobalWarming #Cleantech #gretathunberg… https://t.co/yHTWgLQBsS
#FatboySlim samples #GretaThunberg ’s speech to the UN during UK concert https://t.co/UVRT10H5Hg https://t.co/wjlN0WcwcX
"During the inevitable coming war triggered by the #ClimateCrisis , the #NobelPeacePrize committee’s 2019 decision t… https://t.co/9RaLL6gkSk"
"This s the shit we hear for decades, keep going to be stupid bunch of sheep! #GretaThunberg https://t.co/Qtrn1C0S3F"
"Oh no. #GretaThunberg didn’t win a #NobelPeacePrize for giving talks. 

Before an idiot tells you why it’s a traves… https://t.co/VEUbwbtqSK"
"@Newsweek remind me again how much your company was purchased for.

shall i set the over/under at $1.25???… https://t.co/GXXmGq9ODq"
"Wait. So there are actually people who are angry that #GretaThunberg didn't win the #NobelPeacePrize?!?!!

WTF!"
@Reeceyfm @Chxmbs @Dannyccfc1 That’s made my night soooo exited #GretaThunberg
#GretaThunberg responding to not winning the Nobel Peace Prize LOL https://t.co/8nfetpRMPM
So #GretaThunberg you thought you were getting that #NobelPeacePrize for your climate change dramatics? https://t.co/UpkykbBWQU
Love her #lovegreta #GretaThunberg https://t.co/dqOUmmcwP3
"RIGHT ON JANE FONDA #GirlPower #JaneFonda, 81, arrested for protesting #climatechange at the Capitol after citing… https://t.co/uA90YrSOym"
.@Janefonda  - another hero!  #climatechange #GretaThunberg #plasticfree #kindearthalliance https://t.co/S1W75eQymq
Far more impacful and powerful speech than the countless overated and hypocritical speeches for an Oscar winning ac… https://t.co/blaMGYuQbf
"Happy Times!

#GretaThunberg #NobelPeacePrize https://t.co/1Zfn8IYF1b"
"Nice crowd for #GretaThunberg at Denver's Civic Center Park!  A roar from the crowd after she said ""let's take acti… https://t.co/zHbPyDI3jh"
"Re ""The Great Hype"" #GretaThunberg https://t.co/Q6GW9LEwIe"
#GretaThunberg filed a legal complaint against 5 countries bringing the #ClimateChange climate fight to court.… https://t.co/TEpFpyrUjI
@RepCummings Attesting black and brown immigrants only! Little #GretaThunberg came all the way from #Sweden to atta… https://t.co/yPleqPwoGc
Alexandria Ocasio-Cortez's Voice Cracks During Speech On Climate Change [Full Speech: https://t.co/So8y15mtDt]… https://t.co/cKuhJW5j6V
The future is here. And we’re ready for a fight. #ClimateStrike #GretaThunberg #denverclimatestrike… https://t.co/RIwgctHQLL
Adults need to #StepUp and #StepIn for #ClimateChange! Your children DEPEND on it! Today on #capitolhill these chil… https://t.co/EmR6IWaAyk
"""Act as if the house is on fire because it is!"" - #GretaThunberg on the urgency of our #climatecrisis (h/t… https://t.co/DfxUXP4NlU"
"#Melissa hitting East coast, LA on fire, #GretaThunberg speaking in Denver it was 85 on Wednesday, 20 degrees/snowi… https://t.co/v25plKQoMh"
"#CPCB 
#Naredramodi 
#WhoIndia
#GretaThunberg 
#FridaysForFuture 
City Panipat  State-Haryana, India

Waiting A Str… https://t.co/GrlVLCBMtS"
Why do you feel differently about certain things and why do you choose to be compassionate to one thing over the ot… https://t.co/XscCv7O2XO
@GretaThunberg #ClimateChange #GretaThunberg Thanks for all❤👧👦 @GretaThunberg @final_y https://t.co/kmrbx2yb2r
And this is why I love dance music. What a mashup! #RightHereRightNow #GretaThunberg https://t.co/rpJJ91ZpsV
"Alexandria Ocasio-Cortez's Voice Cracks During Speech On Climate Change
Her voice began to crack as she spoke about… https://t.co/VsGH5Pe9Gi"
Where’s Greta Thunberg??? Never A Word Against The Worlds Greatest Polluter - The American War Machine!!!… https://t.co/0bJczcvCpt
"HOW DARE YOU 

#GretaThunberg https://t.co/c5BCNiRVXV"
"I’m out here giving a shit. 

And also waiting for #GretaThunberg. ✊🏻 https://t.co/rorySkRyLW"
The world is ours.Protecting it is our responsibility.We don't want any plannet B.That's what greta is fighting for… https://t.co/xxkA459egq
"People saying #GretaThunberg should have got 
 #NobelPeacePrize  Is it okay if she gets it next year? #AbyiAhmed ef… https://t.co/0iWlcg2MMp"
"Go on your way @GretaThunberg !
The world needs people like you #GretaThunberg  

🌏    🌎    🌍  

#ClimateChange… https://t.co/kry3lsFdqb"
"@paulkrugman ""#GretaThunberg doesn't have a favorite discount rate or method, but lends a face to this parameter. T… https://t.co/3P2bNyqrSO"
@Thomas1774Paine @2runtherace Was it #GretaThunberg  ?
"Ultimate mic drop
#RightHereRightNow #GretaThunberg https://t.co/MFEn57JJZw"
"@Amy_Siskind Courage &amp; confidence ! 😎 
#ImpeachmentHearings 
#MarieYovanovitch  #Pelosi
#DayoftheGirl #GretaThunberg https://t.co/V0bn6KimNc"
@slavewar @Erbears78 Predictable Communist indoctrination propaganda.  #GretaThunberg was their uninformed stooge t… https://t.co/3S58guYoSE
| make the world greta again | #gretathunberg #greta #climatechange #streetart #lisbon #lissabon @ LXFactory https://t.co/q89ARe4kIK
No belle prize. #NobelPeacePrize #GretaThunberg #Funabridged https://t.co/b8LShip2gq
"Best response yet for claiming that #GretaThunberg speech is Hate Speech.

Fcukin love it

#AutisticsForGreta https://t.co/NrV3ZnGY9C"
"DESTRUCTIVE Spirit!
&amp; war spirit!! 
- Seperation
- blame Spirit
- ""Men are bad""
- negativ/agressiv femminisim

Gret… https://t.co/eTn7CK24Vv"
"Do you know all that things about the amazon rainforest? Let us know! 🌲🌎

#Amazon #rainforest #GretaThunberg… https://t.co/MtsMgTXBTC"
"Nobel Prize Winners
#Einstein for discovering the”Photoelectric Effect”
#Marie-Curie for discovering the elements r… https://t.co/4b2LygMNnF"
"Yeah, She did ! 😎 
#MarieYovanovitch  #Pelosi
#DayoftheGirl #GretaThunberg https://t.co/n33uM273Zj"
