Date,Open,High,Low,Close,Volume,Market Cap
"Aug 10, 2018",0.346167,0.347973,0.316909,0.320426,249264000,13604325471
"Aug 09, 2018",0.333771,0.359654,0.332608,0.346771,325775000,13117166262
"Aug 08, 2018",0.380875,0.380875,0.326996,0.331944,360857000,14968341740
"Aug 07, 2018",0.413776,0.415917,0.379526,0.381006,244448000,16261364052
"Aug 06, 2018",0.433886,0.435794,0.40668,0.414081,242075000,17051681452
"Aug 05, 2018",0.42858,0.434594,0.427522,0.433638,186848000,16843146733
"Aug 04, 2018",0.441039,0.443058,0.427125,0.428507,185678000,17332793629
"Aug 03, 2018",0.430397,0.443633,0.426481,0.440571,278870000,16921348859
"Aug 02, 2018",0.447016,0.447645,0.429939,0.430254,204898000,17574734907
"Aug 01, 2018",0.435562,0.459134,0.427168,0.445852,323200000,17124399552
"Jul 31, 2018",0.445892,0.446124,0.427753,0.435225,228767000,17530533747
"Jul 30, 2018",0.453469,0.454549,0.436964,0.446107,247714000,17828443993
"Jul 29, 2018",0.456606,0.45714,0.450249,0.453306,191966000,17951776768
"Jul 28, 2018",0.454599,0.45617,0.449695,0.453667,157346000,17872869376
"Jul 27, 2018",0.449623,0.459486,0.445224,0.453635,203720992,17677234176
"Jul 26, 2018",0.459447,0.466983,0.446849,0.44992,199587008,18063472640
"Jul 25, 2018",0.455842,0.465526,0.450719,0.459829,255872000,17921738752
"Jul 24, 2018",0.445559,0.466819,0.438565,0.457623,319956000,17517457408
"Jul 23, 2018",0.449121,0.461783,0.444498,0.445276,194542000,17657499648
"Jul 22, 2018",0.455002,0.460989,0.44914,0.449311,158906000,17888714752
"Jul 21, 2018",0.446219,0.458755,0.438318,0.45541,180339008,17543405568
"Jul 20, 2018",0.476485,0.476485,0.436483,0.446994,295403008,18733334528
"Jul 19, 2018",0.487577,0.491237,0.471724,0.476433,293942016,19143464960
"Jul 18, 2018",0.505118,0.51956,0.477234,0.486389,367988992,19832168448
"Jul 17, 2018",0.481301,0.516604,0.470048,0.505587,347700000,18897053696
"Jul 16, 2018",0.446413,0.483401,0.444505,0.483401,269283008,17527265280
"Jul 15, 2018",0.439095,0.448987,0.437194,0.445894,152903008,17239943168
"Jul 14, 2018",0.438561,0.441646,0.433895,0.439271,134840992,17218975744
"Jul 13, 2018",0.436514,0.444508,0.434805,0.438741,179403008,17138606080
"Jul 12, 2018",0.449882,0.449972,0.428033,0.435364,182139008,17663467520
"Jul 11, 2018",0.445127,0.452545,0.443574,0.450233,183887008,17476773888
"Jul 10, 2018",0.473855,0.474336,0.443261,0.445042,230418000,18604705792
"Jul 09, 2018",0.477291,0.480774,0.472653,0.47427,206344992,18739611648
"Jul 08, 2018",0.492319,0.494895,0.475966,0.477749,226644000,19329646592
"Jul 07, 2018",0.478617,0.492477,0.467716,0.492477,214979008,18791673856
"Jul 06, 2018",0.480579,0.481473,0.462414,0.479151,245003008,18868705280
"Jul 05, 2018",0.490422,0.497402,0.472966,0.481625,279999008,19254996992
"Jul 04, 2018",0.485584,0.503604,0.475774,0.490043,313828992,19065044992
"Jul 03, 2018",0.486259,0.515696,0.480843,0.485223,410225984,19091548160
"Jul 02, 2018",0.461606,0.488924,0.453839,0.486122,335919008,18123620352
"Jul 01, 2018",0.465944,0.46628,0.450816,0.461358,267224992,18293938176
"Jun 30, 2018",0.454112,0.480147,0.454112,0.466245,345528992,17829388288
"Jun 29, 2018",0.448354,0.45834,0.427302,0.45308,309777984,17603317760
"Jun 28, 2018",0.47033,0.471683,0.44575,0.448458,220566000,18466123776
"Jun 27, 2018",0.455551,0.472758,0.45196,0.47037,215618000,17885888512
"Jun 26, 2018",0.482381,0.482872,0.456001,0.456001,179426000,18939273216
"Jun 25, 2018",0.477106,0.49111,0.47556,0.481753,231728992,18724169728
"Jun 24, 2018",0.491773,0.493725,0.450048,0.47738,369520000,19299774464
"Jun 23, 2018",0.487309,0.496713,0.480874,0.491284,204927008,19124588544
"Jun 22, 2018",0.535091,0.535091,0.477286,0.486947,339428992,20999798784
"Jun 21, 2018",0.539228,0.547007,0.530697,0.534775,194312000,21162160128
"Jun 20, 2018",0.549738,0.550554,0.525859,0.539286,256920000,21574639616
"Jun 19, 2018",0.538614,0.558059,0.534595,0.549621,255400000,21138071552
"Jun 18, 2018",0.52882,0.547794,0.511833,0.537495,276527008,20753696768
"Jun 17, 2018",0.535536,0.538881,0.525215,0.528216,166028000,21017262080
"Jun 16, 2018",0.537106,0.539293,0.523588,0.534784,202682000,21078878208
"Jun 15, 2018",0.560062,0.560062,0.534301,0.537707,241684992,21979799552
"Jun 14, 2018",0.535435,0.57059,0.526614,0.561306,379824992,21012770816
"Jun 13, 2018",0.562845,0.564642,0.517036,0.534663,359864992,22088464384
"Jun 12, 2018",0.602136,0.602139,0.556653,0.562933,309544000,23630413824
"Jun 11, 2018",0.586198,0.604066,0.568721,0.604066,336547008,23004934144
"Jun 10, 2018",0.659514,0.659514,0.561237,0.588126,492555008,25882169344
"Jun 09, 2018",0.674778,0.678893,0.659755,0.659755,175990000,26481182720
"Jun 08, 2018",0.677586,0.679668,0.660804,0.674343,221887008,26591389696
"Jun 07, 2018",0.675313,0.688223,0.673146,0.678128,244568000,26500311040
"Jun 06, 2018",0.677901,0.681668,0.660059,0.674797,273966016,26601873408
"Jun 05, 2018",0.661898,0.68384,0.641428,0.677015,386328000,25973901312
"Jun 04, 2018",0.692466,0.703623,0.644603,0.661425,558131008,27173410816
"Jun 03, 2018",0.643412,0.673594,0.640891,0.671205,327804000,25248462848
"Jun 02, 2018",0.623462,0.648982,0.619477,0.643451,315206016,24465598464
