-0.056413588,0.024333986,-0.041902652,-0.000707177,0.02517773
0.03471003,-0.100034706,-0.031310938,-0.052750612,-0.069827293
0.023397593,-0.170511337,-0.068119693,-0.10748039,-0.13477205
-0.128639779,-0.15895226,-0.161747554,-0.153359024,-0.146837697
-0.336656508,-0.08312606,-0.270740214,-0.181292512,-0.115191506
-0.473544369,-0.00278247,-0.326005422,-0.172547179,-0.063311482
-0.427716949,0.048173878,-0.278453122,-0.124380855,-0.014189256
-0.21241688,0.055451276,-0.130668346,-0.034949295,0.029410018
0.077022312,0.064655541,0.060358063,0.074373344,0.079923472
0.288262852,0.110180858,0.220818782,0.188958469,0.156718939
0.349108625,0.222286172,0.30257717,0.284866015,0.26179076
0.272271039,0.362866343,0.311208467,0.358223657,0.376747214
0.174942718,0.482372166,0.292067067,0.400865627,0.463551619
0.154754521,0.512258021,0.293407292,0.418035936,0.48968199
0.249660757,0.442733881,0.325620944,0.401385376,0.440602367
0.377059596,0.293176384,0.351975586,0.348319192,0.331612629
0.419073254,0.129735462,0.312240487,0.247417541,0.191795993
0.27970458,-0.008288408,0.167156863,0.102726486,0.050475699
-0.02091322,-0.103272983,-0.070353401,-0.077345082,-0.082760487
-0.375376059,-0.190272636,-0.337052548,-0.267060311,-0.213462627
-0.636745935,-0.300644956,-0.55448808,-0.442707371,-0.353701906
-0.726905879,-0.452790953,-0.673610879,-0.579995401,-0.500417557
-0.666638489,-0.61091605,-0.698052471,-0.668869727,-0.631616358
-0.563264743,-0.719679354,-0.672745414,-0.704640649,-0.709868472
-0.518914422,-0.720480487,-0.644479277,-0.689859056,-0.704690539
-0.562844749,-0.602421718,-0.625727025,-0.62332195,-0.606642039
-0.623758147,-0.396149545,-0.583739539,-0.503613647,-0.435406353
-0.5860957,-0.165913736,-0.466629412,-0.329244025,-0.225872943
-0.371998309,0.039506691,-0.243758265,-0.107739998,-0.011760531
-0.005275377,0.203682709,0.063418943,0.14275137,0.191349619
0.396535938,0.351054681,0.386791858,0.393888237,0.384125373
0.691879074,0.511735501,0.645475496,0.615279807,0.572743638
0.80092808,0.694708275,0.790440819,0.78255905,0.750790194
0.749945054,0.86595519,0.825286666,0.882563437,0.893926946
0.641632816,0.967623014,0.794710548,0.912823165,0.96612533
0.578343603,0.948288794,0.745224962,0.875944952,0.939336135
0.585882144,0.798889403,0.690571495,0.775088497,0.808712534
0.598469513,0.556818795,0.60197189,0.611789118,0.597613992
0.506892977,0.286701758,0.433816473,0.390408182,0.345042259
0.244353881,0.041301384,0.162764163,0.122612115,0.087527531
-0.158995929,-0.162507712,-0.184134913,-0.168514144,-0.155817152
-0.582641425,-0.344337112,-0.53582611,-0.452036257,-0.382795293
-0.888167642,-0.531842897,-0.811820597,-0.695524447,-0.596307643
-1,-0.729882963,-0.964707411,-0.874513317,-0.788357899
-0.947525638,-0.904781737,-1,-0.976326854,-0.934224875
-0.833237381,-1,-0.962901766,-1,-1
-0.7571597,-0.96890907,-0.900326806,-0.950144027,-0.960663752
-0.744239539,-0.806159378,-0.826813682,-0.832460218,-0.815188906
-0.731011501,-0.552519088,-0.716656847,-0.651533258,-0.589696794
-0.614972082,-0.273154789,-0.528622207,-0.414640955,-0.325215361
-0.336320157,-0.020918556,-0.244310854,-0.13614352,-0.059050027
0.069771005,0.187823924,0.106451058,0.159463077,0.189004745
0.483764821,0.371798357,0.452557829,0.440841062,0.416404399
0.771971615,0.557630534,0.716565008,0.676785588,0.625658684
0.86584922,0.749362756,0.855023781,0.844672313,0.809354408
0.798911752,0.914624788,0.877018412,0.934479793,0.944411233
0.674830156,1,0.829462999,0.947634347,1
0.591511134,0.963365726,0.759967436,0.891280854,0.954598721
0.572922831,0.802982801,0.683602637,0.773085272,0.81033643
0.556872289,0.561340236,0.576439127,0.599474669,0.594945921
0.445671702,0.302628027,0.399794063,0.378665323,0.349439321
0.184159455,0.077243656,0.137542719,0.125195836,0.109616469
-0.190494783,-0.10128702,-0.180482683,-0.13780379,-0.106841494
-0.562332214,-0.25363547,-0.486161517,-0.381560495,-0.299740425
-0.805129802,-0.407867692,-0.707667534,-0.578737902,-0.47396851
-0.859107957,-0.569619582,-0.80785129,-0.71098929,-0.624965957
-0.763628679,-0.709535516,-0.800936912,-0.772620024,-0.733169173
-0.624169243,-0.778460975,-0.736666825,-0.768637501,-0.771848857
-0.53713434,-0.738982724,-0.663592659,-0.708932894,-0.723337654
-0.524940271,-0.5925295,-0.597000138,-0.602771283,-0.592369385
-0.525885258,-0.382093552,-0.513498368,-0.457119424,-0.407137909
-0.44508976,-0.169218533,-0.375193698,-0.279402675,-0.206825787
-0.22992263,0.000219998,-0.165813681,-0.081952765,-0.023591578
0.083236981,0.117791435,0.087355422,0.115913342,0.129440428
0.384336529,0.20847987,0.321821305,0.290628444,0.25686257
0.556922119,0.304039411,0.473641855,0.421017511,0.368302277
0.551460414,0.413703147,0.513878177,0.495063719,0.464038675
0.414412386,0.5126234,0.463200242,0.512804289,0.529547106
0.253591974,0.556806263,0.374980445,0.483728949,0.54306601
0.164172358,0.513726284,0.298886493,0.420628032,0.490992859
0.166589104,0.387551095,0.2500251,0.333966957,0.380204066
0.198766712,0.220779346,0.20453217,0.23019672,0.238358973
0.167076725,0.070992307,0.123780897,0.114491943,0.101386809
0.019553934,-0.022055858,-0.010536876,-0.004848269,-0.003878591
-0.210307655,-0.056699445,-0.175711732,-0.114240842,-0.07069484
-0.420210442,-0.063978868,-0.316801299,-0.19722792,-0.110244104
-0.50497097,-0.080925112,-0.379373145,-0.240456103,-0.13855436
-0.426302138,-0.121774256,-0.343907775,-0.239577449,-0.162113844
-0.238338709,-0.167151589,-0.238302413,-0.201258296,-0.172408688
-0.051470006,-0.178767546,-0.119918528,-0.139917345,-0.15312761
0.040434409,-0.12896807,-0.039498544,-0.071226806,-0.094736295
0.019302294,-0.024268182,-0.011544146,-0.006416235,-0.005824441
-0.051652615,0.094069104,-0.010938477,0.049353903,0.087232812
-0.078954286,0.173277225,0.002760926,0.094182938,0.152710618
-0.009973261,0.180679277,0.051135728,0.124938488,0.170125968
0.12597068,0.122264962,0.117280573,0.134891338,0.140130793
0.235377394,0.036008117,0.154819323,0.115667159,0.081412891
0.224943385,-0.035064592,0.119534517,0.062476555,0.017149673
0.067817854,-0.071142315,0.001668199,-0.02090625,-0.039447446
-0.17431415,-0.085852422,-0.163619354,-0.121030272,-0.090642089
-0.3887874,-0.111770207,-0.315179331,-0.218662558,-0.147346224
-0.483408894,-0.17196514,-0.401545228,-0.295574694,-0.215323836
-0.442922163,-0.258001697,-0.409295495,-0.340247804,-0.284737753
-0.33223767,-0.330340892,-0.3653576,-0.349350713,-0.330999007
-0.245327342,-0.341404442,-0.312573598,-0.32476701,-0.327031367
-0.236137299,-0.265826971,-0.276314366,-0.268921303,-0.259002903
-0.279964407,-0.117293306,-0.245789616,-0.182143251,-0.135070386
-0.292194069,0.059394088,-0.183204694,-0.064093358,0.018656574
-0.191047183,0.215462556,-0.054222681,0.08175231,0.172121653
0.039608302,0.325900432,0.141776646,0.244029207,0.305835967
0.331438614,0.399100532,0.363162806,0.403187879,0.416404399
