Hostname,Volume_Name,Avg_total_ops_All_Hrs,%_Of_total_ops_All_Hrs,Avg_total_ops_Biz_Hrs,%_Of_total_ops_Biz_Hrs,Avg_total_ops_After_Hrs,%_Of_total_ops_After_Hrs
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1032REP004_M001,709.5871395093371,3.0667317365197144,681.2504774901957,3.0527872232963307,733.8078617938551,3.077888096220662
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:C1032FS004_S001,709.5655609737009,4.283447696754614,563.5319289069931,3.5122932186113967,836.1280420981822,4.913604531649697
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:PRT_MGMT01,683.0056475402598,4.123112970437912,722.7385567083913,4.50457126090335,648.5704595945455,3.811400394323426
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1026REP002_M001,661.7505760469428,1.7622515620540624,515.890892025652,1.2462462090086484,776.1178282909091,2.2471902285692176
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:STANDARD_STORAGE_304,658.688904233474,3.976319631190877,551.3865054294404,3.4365951324353206,751.6843165303031,4.417361071642658
prtntap01-01,prtntap01-01:prtntap01_01_tier01_aggr02:FAST_STORAGE_102,651.9948547990259,26.259173590753687,630.005536141958,27.2939511707367,671.0522643018184,25.473382097076588
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:STANDARD_STORAGE_303,621.5784794409088,3.7522944355695382,620.7517385342658,3.868923853035083,622.2949882266669,3.6569895042635037
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1027REPA009,621.0824411789156,2.6842273870346207,577.5128712869933,2.5879231985998636,658.3234701926818,2.7612759114019356
mtcntap01-02,mtcntap01-02:mtcntap01_02_tier01_aggr01:MTC_MGMT03,604.1533865483767,58.48918462143835,572.203783998601,59.955619566105,631.8430420915154,57.38753351064816
mtcntap01-01,mtcntap01-01:mtcntap01_01_tier01_aggr01:C1026REP002_M001,601.4712978746553,11.920596566684491,653.3844642522618,13.362669001265267,553.0190092555555,10.652868902322329
prtntap01-04,prtntap01-04:prtntap01_04_tier03_aggr01:trader_oak,590.0438560748498,3.804921143720056,614.0832906185578,4.263783744196222,568.4912595873878,3.445788450822124
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1040REP003_S001,562.4178821978963,2.9477559449230775,502.53631080027986,2.5159406011019794,614.0026093657226,3.353573357043931
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1026REPA006,557.0517268667468,2.407496013592682,678.0420606377776,3.038409818365688,453.6354080568716,1.9027310760465603
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1069REPFSS2_M001,554.0603817819277,2.394567858055872,570.0640023555554,2.5545436815892058,540.3813094480447,2.2665786050647605
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:DR_CLUSTER03,542.8897194509941,2.346289890797464,466.2222848562747,2.0892131183067555,608.4211020934079,2.551965119377299
aus-mel-a700-01,aus-mel-a700-01:mtcntap01_05_ssd:C1036REP001_S001,535.3989602988571,7.896498323534595,446.44966932380953,8.850567663278895,668.8228967614285,7.127223014615159
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1039REP001_M001,527.5293610925564,2.764897524604122,474.78789446713296,2.377018565482963,572.9632751132531,3.129423791813133
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1036REP001_S002,506.3106460300968,2.6536855673588047,515.16331726014,2.5791575220288436,498.684549729518,2.723726567334883
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1041REP001_S001,501.2394804706023,2.1662836553362066,317.28015069705884,1.4217807139334522,658.4784606681002,2.761926004381523
prtntap01-04,prtntap01-04:prtntap01_04_tier02_aggr01:C1040FS003_M001,497.29214736233837,4.489531314111057,373.64391802783194,3.5672085874949495,604.4539461189088,5.211394992229204
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:C1046UN001,486.9197871573052,2.9393977886146434,377.86032051398604,2.3550684056140487,581.4379915815153,3.416888570246942
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1036REP001_M004,477.85915185233006,2.5045650223706106,373.309556874126,1.868968770482085,567.9229595745182,3.101894482256522
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1037REPA001,472.3630535822003,2.4757587612923833,497.6722445783218,2.491588725563305,450.5605577240966,2.4608818579440017
prtntap01-04,prtntap01-04:prtntap01_04_tier02_aggr01:C1046FS002_M001,468.51304471977306,4.229714859756969,233.67139471727268,2.230879630764624,672.0424747219394,5.794120147314357
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:PRTFS002,458.68010731850615,2.768922785013003,423.6865598300699,2.640686986084773,489.00784847515143,2.873711990630288
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1020_MGMT01,450.4758133343073,1.9468905175509772,628.7651987967323,2.8175926898600463,298.08321011782124,1.2502820041503229
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1000REP003_S001,446.0471544901237,0.9406493415142871,400.97418731621644,0.869053314891874,483.94942234090917,0.9979300090685909
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:MTCUN907,434.910049932467,1.879617566887597,729.0349001509937,3.266916504363257,183.5072449970783,0.7697038889253907
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1036REP001_M003,428.65109521394834,2.2466547636728587,525.8334384853147,2.632577325995538,344.93377540789146,1.8839671061779975
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:MTCNTAP01_MTCSVM001_C1035REPA002,422.70361341427713,1.8268631352246574,463.8534558832683,2.078598034630616,387.5308430357542,1.6254616920868943
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1026REPA008,413.59818493417464,2.1677591467835233,415.5648580004195,2.0805193100761943,411.9040027144578,2.2497466103440833
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1026REP002_S001,405.5593354047248,2.1256257665322176,295.6677740781119,1.4802563342257793,500.2249575113852,2.732140001443232
aus-mel-a700-01,aus-mel-a700-01:mtcntap01_05_ssd:C1000REP003_S001,398.10208908520724,28.35111482174358,337.86326478961035,24.559019605609805,448.5193659413043,31.408717762453346
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1036REP001_S001,396.79044460043934,1.9921720370622196,498.12315015,2.302011856276864,315.22997428006107,1.7009864749814259
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:STANDARD_STORAGE_302,391.02289502662313,2.3604952258135152,334.6196212202798,2.0855645725448766,439.9057323254549,2.5851576445503515
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1046REP002_M001,376.0475318702588,1.9709479067633249,283.66057223881114,1.420142455956933,455.63388866120465,2.488591491751141
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1055_MGMT01,364.40901903271106,1.5749224323800282,371.06961965215686,1.6628195227119473,358.71587995575436,1.5046000381381874
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1061REP001_S001,352.8549141882835,1.524987282712598,144.8218781770588,0.6489689093231725,530.6708611699444,2.2258490425726545
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1041REP001_M001,348.03908795766677,1.7710189182123792,385.59923879440555,1.9304968810948697,313.82824993439493,1.6211425066551381
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:C1040FS003_S001,342.90047258340917,2.0699936979578286,326.6623251739161,2.0359695886433715,356.9735336716363,2.0977968497819997
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1039REP001_S001,342.6508320045306,1.795908450006912,294.636617886014,1.475093866013989,384.01247428734956,2.0974080287263135
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1045REP001_S001,339.0735896283821,1.7771593351325516,283.58809335482505,1.4197795914971434,386.87133641825284,2.113022626657034
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1046REPA001,337.9409513766663,1.7712229286888328,423.26577702440574,2.1190738471749984,264.4382401259036,1.4443147686064588
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1026REPA007,337.8804844488855,1.4602699895696436,257.2789043248365,1.1529059837728237,406.7745724878772,1.7061777063072754
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:DC1072_DR001,337.48237580722895,1.4585494223017599,325.73495914509795,1.4596679992395576,347.52346379217875,1.4576545006597479
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1029REP001_S001,336.9502506505173,0.763215180776781,331.87446760190477,0.8164910201387291,341.68764816255543,0.7205916472214774
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1024REPA001,323.14121717430726,1.3965690341728882,128.14476579784315,0.574236226888496,489.81416164692746,2.0544794570719676
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1026REPA001,314.7245414021686,1.360193393650059,525.4185194365357,2.3544804679307036,134.6341579426258,0.5647103194878451
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:MTC_MGMT02,312.3514905268608,1.6371029304899691,332.97193129160854,1.6670190451110185,294.588098783735,1.6089879494224038
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:STANDARD_STORAGE_301,309.42376983288943,1.867904260168771,400.4344657915387,2.495764989617868,230.54783333539382,1.3548413898379799
prtntap01-01,prtntap01-01:prtntap01_01_tier01_aggr01:C1040VDI_SSD,304.4617090509414,12.262233069570165,250.23660062076934,10.841088159795854,351.45680302375774,13.341424968375453
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1011REPA001,301.6751477101505,1.3037958244870607,236.50053286137256,1.0597949342829822,357.38305872614535,1.4990096447796655
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1069REPFSS2_S001,296.2234285045957,1.5525722066082348,329.1729224916084,1.647999363789597,267.83922585313235,1.4628903494729688
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1045REP001_M001,290.3984655550484,1.5220422933409272,219.9673041073426,1.1012630518922917,351.07109258530113,1.9174880441283275
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1032_MGMT01,285.3785206623494,1.2333641881410644,275.5913398686275,1.2349667985578339,293.74409977653625,1.2320820137127977
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1026REPA003,279.1466606072493,1.463069106364061,261.7789704741259,1.3105925406299275,294.1079840351806,1.6063656478156745
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:C1046FS002_S001,279.06503066217516,1.6846370914539837,277.84299728265734,1.7316961562183317,280.1241262577575,1.64618229135162
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:MTC_CR_TESTDEV,272.9266584036142,1.1795490623567384,291.2779112204575,1.305260715674218,257.2409506886593,1.0789729862659
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1027REP004_S001,268.8634779822443,0.7594925431788935,150.36923817254453,0.44481421550367406,372.035186782069,1.0112521103566419
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1067_MGMT01,257.281252810271,1.1119319098009492,379.48992918771256,1.7005522131330189,152.823557359162,0.641004045484048
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1029REP001_M001,251.34153357019426,1.317336313867288,316.2130344181119,1.5831158759916262,195.45825271927714,1.0675583112111777
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:MTC_DR01_TIER2_5,250.80087130786157,1.0839246496469161,248.42850307836608,1.1132459868421651,252.8286497386594,1.06046600470025
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1039REP001_S002,243.4300820171522,1.2758706544588188,216.96696399720287,1.0862418935441633,266.22662344397594,1.454082601114312
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1026REPA002,240.7990590486665,1.2253212464308032,337.873446559091,1.6915584087417619,152.38098634808915,0.787154420376639
prtntap01-04,prtntap01-04:prtntap01_04_tier03_aggr01:C1040_MGMT01,240.25087301324675,2.1689741600717207,255.6234634794406,2.440457799773793,226.92796127587883,1.956495194684779
aus-mel-a700-01,aus-mel-a700-01:mtcntap01_05_ssd:temp__1140__3922__C1036REP001_S001,236.70888889333332,0.2992435520716707,,,236.70888889333332,0.5405265137731545
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1046REP002_S001,235.96091111805833,1.23672308533209,239.02538237881114,1.1966770386464214,233.32103527295195,1.2743581144346854
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:C1061_MGMT01,233.25633440150605,1.0080997295807683,242.23873002483663,1.0855086703671237,225.57864428770947,0.9461684184160236
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1026REPA009,231.89155793132514,1.0022013654739255,152.63683460588237,0.6839889202073094,299.63442200279337,1.256788416583409
aus-mel-a700-01,aus-mel-a700-01:mtcntap01_05_ssd:C1027REP004_S002,230.00278684503257,8.916818057851282,107.40042929393184,4.461059544433605,342.3882812668749,12.509539115000493
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1042REPA001,227.5171211243365,1.1924673229541125,327.6035310400697,1.6401422287187788,141.29810535355426,0.7717451917736416
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:C1070_MGMT02,226.54493686766241,1.3675880586785891,219.46716977363653,1.3678604752686518,232.67900168248482,1.367365450652514
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:RESTORE1,219.28938545754053,1.1493439488709971,264.1485195867133,1.322455653186252,180.645673526988,0.9866546307208299
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1030REPA001,213.13122917987067,1.1170676960137322,254.65866057972048,1.2749448145437574,177.3575985161446,0.9686957481621431
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:C1040VDI_STANDARD02,211.78305104487012,1.2784747063611168,211.7378010851049,1.3196860811725943,211.8222676766667,1.2447984064122175
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1061REP001_M001,209.03533008297546,0.8870932255822015,167.66380630466216,0.7267738984980936,243.43412513460675,1.015357299867555
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1020REPA001,207.63710469385114,1.0882717799725832,297.9005017545455,1.4914344522873333,129.88008192469874,0.7093819728279293
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1011REPA002,202.7694022477408,0.8763396719651175,113.54254720313722,0.508801459749797,279.0359319786031,1.1703899864949263
prtntap01-04,prtntap01-04:prtntap01_04_tier03_aggr01:C1034_MGMT02,200.7758928562986,1.8125958008345264,218.24308469363635,2.0835843120094277,185.63765993060608,1.6005043519745576
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1039REP001_M002,199.26913961747576,1.0444134326803558,205.48677075034968,1.028766475992229,193.91298749698797,1.059118346624726
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:MTC_MGMT01,193.31957358823522,0.8128498294566827,239.60575435424835,1.0737099050788637,151.66201089882352,0.6041477551264455
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1027REP004_S001,192.24220769780703,0.3717299218017542,160.95624419211532,0.2930272923464373,218.48204805741932,0.4456941703391901
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:MTC_DR01_TIER2_2,191.6810658078915,0.8284175051558268,294.39730754810455,1.319239206065185,103.88450163888268,0.4357337766789382
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier03_aggr01:RESTORE0,191.39769403701493,0.8271928138464804,168.9270161560587,0.7569877066225036,210.604474572134,0.8833606711595556
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1071_MGMT01,186.16179330731396,0.9757149448994326,222.7286575109091,1.1150877268316222,154.66142233674705,0.844733259109158
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1027REP004_S002,179.75657403084395,0.7226151325942703,169.96406448772728,0.6545558253247443,188.23827520992134,0.7865768522090815
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1036REP001_S003,177.73721866084136,0.9315598943869211,201.65262173335663,1.0095708656946045,157.13539553210848,0.8582456619352233
prtntap01-04,prtntap01-04:prtntap01_04_tier03_aggr01:C1060_REPMEDIA1_2,176.7946203087662,1.5960939424693035,180.88733294335654,1.726945940537256,173.24760269212115,1.493681520126635
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1040REP003_S002,175.79907640815526,0.9214016641309141,167.995741636084,0.8410681937020075,182.5212262419277,0.9968985670146037
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1029REP001_S001,174.05854271394898,0.4635204711400983,219.69224372956526,0.5307142074587369,138.2775725994318,0.40037220979704363
mtcntap01-01,mtcntap01-01:mtcntap01_01_tier01_aggr01:MTC_VDI_TIER1,167.8059906278614,6.345697697519219,158.51226010162324,5.943314333021702,175.84663389213486,6.6994334119121435
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1026REP002_M002,161.6636837546277,0.8473149591253353,108.77928550146854,0.5446018826304804,207.22072562331314,1.131802852101118
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1026REP002_S002,159.52978984113275,0.836130751317507,164.24191064594413,0.8222746944168958,155.47055324421683,0.8491525886238231
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1025REPA001,153.98135506596392,0.665484874401234,118.49538035882347,0.5309958600128266,184.3129423854749,0.7730833108831221
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1036REP001_M001,153.5875930339159,0.8049863895914463,164.18120788475528,0.8219707869415716,144.46176819253014,0.7890245571144818
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1063_MGMT01,152.88530144368923,0.8013055247475512,181.8134634777622,0.9102464135620807,127.9652582456627,0.6989235454930917
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:C1011REPA003,151.05560512006477,0.7917156834816752,117.9433719237762,0.5904817456500788,179.57999877710844,0.9808341042377873
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1066_MGMT01,148.48553237540452,0.7782453663887147,130.24491671524478,0.652069247551868,164.19883381759036,0.8968249091273256
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1064_MGMT01,147.2762715721683,0.7719073642829285,163.40042888377616,0.8180618284308464,133.38618424951812,0.728531681907717
aus-mel-a700-01,aus-mel-a700-01:mtcntap01_05_ssd:C1026REP002_M002,147.1236111,0.061997097200990135,,,147.1236111,0.11198595452469594
prtntap01-02,prtntap01-02:aggr0_prtntap01_02:vol0,144.43950777882733,11.223197199156836,141.64067793286713,11.352187385733059,146.8799508762194,11.116983205941283
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:STANDARD_STORAGE_101_REPLICA,141.11569157178,0.7396184081612793,123.14440429622378,0.6165206372331531,156.59698121277108,0.8553049384124909
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier02_aggr01:BRNREPA001,132.8811699755987,0.6964594675282361,116.20261351762238,0.5817666644576821,147.24884210506022,0.8042470605283164
mtcntap01-03,mtcntap01-03:mtcntap01_03_tier02_aggr01:C1064_SI_001,130.98532285403613,0.5660993896993646,126.89099401006537,0.5686178844122333,134.48494471508377,0.5640844586313976
mtcntap01-02,mtcntap01-02:mtcntap01_02_root:vol0,130.52279762077924,12.6361486624508,128.31775835454545,13.445158732993153,132.43383165151508,12.028384338438403
mtcntap01-02,mtcntap01-02:mtcntap01_02_tier01_aggr01:FAST_STORAGE_301_REPLICA,128.05539592269474,12.39727503090664,100.8858100233567,10.57083405340344,151.6023703687879,13.769378675174837
prtntap01-03,prtntap01-03:prtntap01_03_tier03_aggr01:C1060_REPMEDIA1_1,122.89759830616882,0.7418982309102565,122.88490870188812,0.7658977413053663,122.90859596321212,0.7222867834788216
prtntap01-03,prtntap01-03:prtntap01_03_tier02_aggr01:BRNUN003,122.35411075081167,0.7386173494170584,121.91986791048946,0.7598829867662809,122.73045454575761,0.7212399145400853
prtntap01-01,prtntap01-01:prtntap01_01_tier01_aggr01:FAST_STORAGE_302,120.84088113188312,4.866881465621179,124.49029525958038,5.393336796456269,117.67805555454561,4.467100750640926
mtcntap01-04,mtcntap01-04:mtcntap01_04_tier03_aggr01:C1051_MGMT01,119.73591023957937,0.6275622671352115,136.50611419671324,0.6834158400598959,105.28928875843377,0.5750714218090105
