FolderName,MolFileName,CompoundId,CompundFormula,Inchi,InchiKey,CIDSmiles,Isomericsmiles,URL
_C06804_1.14.14.1,_C06804_1.14.14.1_product_3.mol,904,C8H9NO,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1,CC(=O)NC1=CC=CC=C1,https://pubchem.ncbi.nlm.nih.gov/compound/904
_C06804_2.1.1.240,_C06804_2.1.1.240_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.18.1,_C06804_1.14.18.1_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.18.1,_C06804_1.14.18.1_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.18.1,_C06804_1.14.18.1_product_4.mol,,,,,,,
_C06804_1.14.18.1,_C06804_1.14.18.1_product_3.mol,1983,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,https://pubchem.ncbi.nlm.nih.gov/compound/1983
_C06804_2.4.1.185,_C06804_2.4.1.185_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_1.14.13.50,_C06804_1.14.13.50_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.4.1.17,_C06804_2.4.1.17_product_1.mol,4022661,C14H17NO8,"InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)",IPROLSVTVHAQLE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/4022661
_C06804_1.14.16.2,_C06804_1.14.16.2_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.16.2,_C06804_1.14.16.2_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.73,_C06804_1.14.13.73_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.4.1.189,_C06804_2.4.1.189_product_1.mol,4022661,C14H17NO8,"InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)",IPROLSVTVHAQLE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/4022661
_C06804_1.14.13.2,_C06804_1.14.13.2_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.2,_C06804_1.14.13.2_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_2.4.1.170,_C06804_2.4.1.170_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_1.14.13.36,_C06804_1.14.13.36_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.36,_C06804_1.14.13.36_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_3.1.3.48,_C06804_3.1.3.48_product_1.mol,10176997,C8H10NO5P,"InChI=1S/C8H10NO5P/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H2,11,12,13)",PSQWZQGQIUGIRU-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,https://pubchem.ncbi.nlm.nih.gov/compound/10176997
_C06804_2.7.12.2,_C06804_2.7.12.2_product_1.mol,10176997,C8H10NO5P,"InChI=1S/C8H10NO5P/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H2,11,12,13)",PSQWZQGQIUGIRU-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,https://pubchem.ncbi.nlm.nih.gov/compound/10176997
_C06804_2.1.1.108,_C06804_2.1.1.108_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.13.64,_C06804_1.14.13.64_product_1.mol,19266,C9H9NO3,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)",QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C(=O)O,CC(=O)NC1=CC=C(C=C1)C(=O)O,https://pubchem.ncbi.nlm.nih.gov/compound/19266
_C06804_1.14.13.64,_C06804_1.14.13.64_product_2.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_1.3.1.78,_C06804_1.3.1.78_product_1.mol,,,,,,,
_C06804_2.8.2.20,_C06804_2.8.2.20_product_1.mol,83939,C8H9NO5S,"InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",IGTYILLPRJOVFY-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,https://pubchem.ncbi.nlm.nih.gov/compound/83939
_C06804_2.1.1.241,_C06804_2.1.1.241_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.13.163,_C06804_1.14.13.163_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_3.1.8.1,_C06804_3.1.8.1_product_1.mol,,,,,,,
_C06804_3.1.8.1,_C06804_3.1.8.1_product_2.mol,,,,,,,
_C06804_3.1.8.1,_C06804_3.1.8.1_product_3.mol,10660924,C12H18NO5P,"InChI=1S/C12H18NO5P/c1-4-16-19(15,17-5-2)18-12-8-6-11(7-9-12)13-10(3)14/h6-9H,4-5H2,1-3H3,(H,13,14)",SYWXDXAETXOHBW-UHFFFAOYSA-N,CCOP(=O)(OCC)OC1=CC=C(C=C1)NC(=O)C,CCOP(=O)(OCC)OC1=CC=C(C=C1)NC(=O)C,https://pubchem.ncbi.nlm.nih.gov/compound/10660924
_C06804_1.14.13.27,_C06804_1.14.13.27_product_1.mol,19266,C9H9NO3,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)",QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C(=O)O,CC(=O)NC1=CC=C(C=C1)C(=O)O,https://pubchem.ncbi.nlm.nih.gov/compound/19266
_C06804_1.14.13.27,_C06804_1.14.13.27_product_2.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.3.1.170,_C06804_2.3.1.170_product_1.mol,,,,,,,
_C06804_2.3.1.170,_C06804_2.3.1.170_product_2.mol,,,,,,,
_C06804_2.4.1.186,_C06804_2.4.1.186_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_2.7.10.2,_C06804_2.7.10.2_product_1.mol,10176997,C8H10NO5P,"InChI=1S/C8H10NO5P/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H2,11,12,13)",PSQWZQGQIUGIRU-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,CC(=O)NC1=CC=C(C=C1)OP(=O)(O)O,https://pubchem.ncbi.nlm.nih.gov/compound/10176997
_C06804_1.14.12.4,_C06804_1.14.12.4_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_1.14.99.15,_C06804_1.14.99.15_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.20.2,_C06804_1.14.20.2_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.4.1.126,_C06804_2.4.1.126_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_1.3.1.12,_C06804_1.3.1.12_product_1.mol,,,,,,,
_C06804_1.14.21.3,_C06804_1.14.21.3_product_1.mol,,,,,,,
_C06804_1.14.21.3,_C06804_1.14.21.3_product_2.mol,,,,,,,
_C06804_1.14.21.3,_C06804_1.14.21.3_product_4.mol,,,,,,,
_C06804_1.14.21.3,_C06804_1.14.21.3_product_3.mol,,,,,,,
_C06804_1.14.21.3,_C06804_1.14.21.3_product_5.mol,,,,,,,
_C06804_2.1.1.105,_C06804_2.1.1.105_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.13.114,_C06804_1.14.13.114_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.1.1.75,_C06804_2.1.1.75_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.6.5.6,_C06804_1.6.5.6_product_1.mol,1983,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,https://pubchem.ncbi.nlm.nih.gov/compound/1983
_C06804_1.6.5.6,_C06804_1.6.5.6_product_2.mol,,,,,,,
_C06804_3.1.1.56,_C06804_3.1.1.56_product_1.mol,17499,C10H11NO3,"InChI=1S/C10H11NO3/c1-7(12)11-9-3-5-10(6-4-9)14-8(2)13/h3-6H,1-2H3,(H,11,12)",UJAOSPFULOFZRR-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC(=O)C,CC(=O)NC1=CC=C(C=C1)OC(=O)C,https://pubchem.ncbi.nlm.nih.gov/compound/17499
_C06804_1.3.1.43,_C06804_1.3.1.43_product_1.mol,,,,,,,
_C06804_1.14.16.6,_C06804_1.14.16.6_product_1.mol,904,C8H9NO,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1,CC(=O)NC1=CC=CC=C1,https://pubchem.ncbi.nlm.nih.gov/compound/904
_C06804_1.14.16.6,_C06804_1.14.16.6_product_2.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_1.14.13.91,_C06804_1.14.13.91_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_2.1.1.38,_C06804_2.1.1.38_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.14.13.58,_C06804_1.14.13.58_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_1.13.11.37,_C06804_1.13.11.37_product_1.mol,,,,,,,
_C06804_1.11.1.8,_C06804_1.11.1.8_product_1.mol,,,,,,,
_C06804_1.11.1.8,_C06804_1.11.1.8_product_2.mol,,,,,,,
_C06804_2.4.1.194,_C06804_2.4.1.194_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_2.5.1.35,_C06804_2.5.1.35_product_1.mol,,,,,,,
_C06804_2.5.1.35,_C06804_2.5.1.35_product_2.mol,,,,,,,
_C06804_2.4.1.111,_C06804_2.4.1.111_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_3.1.1.1,_C06804_3.1.1.1_product_1.mol,,,,,,,
_C06804_3.1.1.1,_C06804_3.1.1.1_product_2.mol,,,,,,,
_C06804_1.14.16.4,_C06804_1.14.16.4_product_1.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_3.1.1.40,_C06804_3.1.1.40_product_1.mol,,,,,,,
_C06804_2.1.1.232,_C06804_2.1.1.232_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_1.21.3.6,_C06804_1.21.3.6_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.21.3.6,_C06804_1.21.3.6_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_2.1.1.231,_C06804_2.1.1.231_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
_C06804_2.8.2.22,_C06804_2.8.2.22_product_1.mol,83939,C8H9NO5S,"InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",IGTYILLPRJOVFY-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O,https://pubchem.ncbi.nlm.nih.gov/compound/83939
_C06804_1.3.1.13,_C06804_1.3.1.13_product_1.mol,,,,,,,
_C06804_2.4.1.35,_C06804_2.4.1.35_product_1.mol,22174376,C14H19NO7,"InChI=1S/C14H19NO7/c1-7(17)15-8-2-4-9(5-3-8)21-14-13(20)12(19)11(18)10(6-16)22-14/h2-5,10-14,16,18-20H,6H2,1H3,(H,15,17)",DCCJHZKQNIFNNA-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/22174376
_C06804_1.14.13.12,_C06804_1.14.13.12_product_1.mol,904,C8H9NO,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1,CC(=O)NC1=CC=CC=C1,https://pubchem.ncbi.nlm.nih.gov/compound/904
_C06804_1.14.13.12,_C06804_1.14.13.12_product_2.mol,977,O2,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,O=O,https://pubchem.ncbi.nlm.nih.gov/compound/977
_C06804_1.97.1.2,_C06804_1.97.1.2_product_1.mol,12,C6H6O4,"InChI=1S/C6H6O4/c7-3-1-4(8)6(10)5(9)2-3/h1-2,7-10H",RDJUHLUBPADHNP-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)O,C1=C(C=C(C(=C1O)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/12
_C06804_1.14.13.88,_C06804_1.14.13.88_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.88,_C06804_1.14.13.88_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.167,_C06804_1.14.13.167_product_1.mol,1983,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,https://pubchem.ncbi.nlm.nih.gov/compound/1983
_C06804_1.14.13.167,_C06804_1.14.13.167_product_2.mol,,,,,,,
_C06804_2.5.1.36,_C06804_2.5.1.36_product_1.mol,,,,,,,
_C06804_2.5.1.36,_C06804_2.5.1.36_product_2.mol,,,,,,,
_C06804_1.14.13.20,_C06804_1.14.13.20_product_1.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.14.13.20,_C06804_1.14.13.20_product_2.mol,161950,C8H9NO3,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",IPFBMHOMTSBTSU-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1)O)O,CC(=O)NC1=CC(=C(C=C1)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/161950
_C06804_1.13.11.66,_C06804_1.13.11.66_product_1.mol,,,,,,,
_C06804_1.13.11.66,_C06804_1.13.11.66_product_2.mol,,,,,,,
_C06804_1.13.11.66,_C06804_1.13.11.66_product_3.mol,,,,,,,
_C06804_2.1.1.4,_C06804_2.1.1.4_product_1.mol,5827,C9H11NO2,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)OC,CC(=O)NC1=CC=C(C=C1)OC,https://pubchem.ncbi.nlm.nih.gov/compound/5827
